DISTRICT NAME,UNIT NAME, YEAR,VEHICLE_INVOLVED,ACCIDENT CLASIFICATION,ACCIDENT SPOT,ACCIDENT LOCATION,MAIN CAUSE,HIT-RUN,SEVERITY,COLLISION TYPE,JUNCTION CONTROL,ROAD CHARACTER,ROAD-TYPE,SURFACE-TYPE,SURFACE CONDITION,ROAD CONDITION,WEATHER,LANE-TYPE,ROAD MARKING,SPOT CONDITIONS,SIDE WALK,ACCIDENT-ROAD,Latitude ,Longitude
Gangtok District Sikim District Sikim,Gangtok District Sikim,2008,4,Road accident,Residential street,Intersection,Human Error,No,Moderate,Rear-end,Yield sign,Hilly,Secondary road,Dirt,Muddy,Under construction,Windy,Triple lane,Partially visible,Obstructed view,Under construction,MG Road,27.3314,88.6138
Kamrup Metropolitan Distric Assam,Guwahati,2021,2,Road accident,Highway intersection,Curve,Human Error,No,High,Side-impact,No control,Urban road,Secondary road,Dirt,Slippery,Fair,Windy,Triple lane,Clearly visible,Clear view,Damaged,National Highway 27,26.1158,91.7086
Gangtok District Sikim District Sikim,Gangtok District Sikim,2013,2,Road accident,Market area,Tunnel,Human Error,Yes,Critical,Rollover,Traffic lights,Urban road,Highway,Dirt,Slippery,Potholes present,Rainy,Divided,Clearly visible,Clear view,Absent,State Highway 1,27.3314,88.6138
Gangtok District Sikim District Sikim,Gangtok District Sikim,2017,3,Road accident,Residential street,Bridge,Human Error,No,High,Head-on,Stop sign,Flat,Secondary road,Asphalt,Wet,Good,Windy,Divided,Newly painted,Congested,Under construction,State Highway 1,27.3314,88.6138
Itanagar District Arunachal Prades,Itanagar,2006,3,Road accident,Highway intersection,Bridge,Human Error,No,Low,Rollover,Yield sign,Hilly,Local road,Concrete,Dry,Fair,Clear,Double lane,Not visible,Obstructed view,Damaged,National Highway 27,27.0844,93.6053
Kohima District NagalandDistrict Nagaland,Kohima,2018,3,Road accident,Highway intersection,Bridge,Human Error,No,Critical,Side-impact,Yield sign,Hilly,Secondary road,Gravel,Wet,Under construction,Rainy,Double lane,Clearly visible,Poorly lit,Well-maintained,Park Street,25.6751,94.1086
Aizawl Mizoram,Aizawl,2001,4,Road accident,Commercial hub,Intersection,Human Error,No,Moderate,Rear-end,Stop sign,Curve,Secondary road,Gravel,Muddy,Poor,Rainy,Double lane,Not visible,Clear view,Well-maintained,Ring Road,23.7307,92.7173
Itanagar District Arunachal Prades,Itanagar,2003,4,Road accident,Residential street,Straight road,Human Error,No,Moderate,Side-impact,No control,Curve,Main road,Dirt,Dry,Potholes present,Rainy,Multiple lanes,Faded,Poorly lit,Under construction,Park Street,27.0844,93.6053
Kohima District NagalandDistrict Nagaland,Kohima,2008,1,Road accident,Commercial hub,Tunnel,Human Error,No,High,Rear-end,Stop sign,Curve,Service road,Concrete,Wet,Good,Clear,Triple lane,Clearly visible,Clear view,Well-maintained,MG Road,25.6751,94.1086
Imphal East Manipur,Imphal,2021,2,Road accident,Commercial hub,Curve,Human Error,Yes,Critical,Side-impact,Yield sign,Rural road,Highway,Gravel,Wet,Good,Clear,Double lane,Faded,Obstructed view,Present,MG Road,24.8108,93.9386
Kamrup Metropolitan Distric Assam,Guwahati,2015,1,Road accident,Commercial hub,Intersection,Human Error,No,Low,Rollover,Traffic lights,Straight,Local road,Cobblestone,Slippery,Under construction,Foggy,Single lane,Not visible,Poorly lit,Absent,National Highway 27,26.1158,91.7086
East Khasi Hills Meghalaya,Shillong,2010,1,Road accident,Near school,Curve,Human Error,Yes,Critical,Head-on,No control,Straight,Secondary road,Asphalt,Wet,Good,Clear,Triple lane,Not visible,Poorly lit,Under construction,National Highway 27,91.8933,91.8933
Kamrup Metropolitan Distric Assam,Guwahati,2003,4,Road accident,Market area,Straight road,Human Error,Yes,Moderate,Side-impact,No control,Rural road,Main road,Gravel,Wet,Poor,Windy,Double lane,Newly painted,Obstructed view,Present,Ring Road,26.1158,91.7086
Imphal East Manipur,Imphal,2012,2,Road accident,Commercial hub,Tunnel,Human Error,Yes,Moderate,Head-on,Traffic lights,Straight,Main road,Asphalt,Dry,Potholes present,Clear,Triple lane,Faded,Obstructed view,Under construction,Park Street,24.8108,93.9386
Itanagar District Arunachal Prades,Itanagar,2015,3,Road accident,Market area,Intersection,Human Error,Yes,Low,Rollover,Traffic lights,Rural road,Highway,Concrete,Slippery,Poor,Rainy,Triple lane,Not visible,Obstructed view,Present,MG Road,27.0844,93.6053
Itanagar District Arunachal Prades,Itanagar,2007,4,Road accident,Residential street,Bridge,Human Error,Yes,Moderate,Rear-end,Stop sign,Rural road,Highway,Gravel,Wet,Poor,Rainy,Triple lane,Faded,Congested,Well-maintained,Ring Road,27.0844,93.6053
East Khasi Hills Meghalaya,Shillong,2014,2,Road accident,Highway intersection,Straight road,Human Error,Yes,Low,Rollover,Stop sign,Curve,Secondary road,Dirt,Dry,Under construction,Rainy,Double lane,Clearly visible,Congested,Damaged,National Highway 27,91.8933,91.8933
Itanagar District Arunachal Prades,Itanagar,2002,4,Road accident,Market area,Straight road,Human Error,Yes,Critical,Head-on,Traffic lights,Curve,Secondary road,Cobblestone,Wet,Under construction,Foggy,Divided,Not visible,Clear view,Well-maintained,MG Road,27.0844,93.6053
Gangtok District Sikim District Sikim,Gangtok District Sikim,2015,3,Road accident,Commercial hub,Intersection,Human Error,No,Moderate,Rear-end,Stop sign,Rural road,Secondary road,Dirt,Muddy,Good,Foggy,Triple lane,Newly painted,Clear view,Under construction,State Highway 1,27.3314,88.6138
Imphal East Manipur,Imphal,2007,3,Road accident,Commercial hub,Intersection,Human Error,No,Low,Rear-end,Traffic lights,Hilly,Main road,Dirt,Slippery,Under construction,Clear,Divided,Partially visible,Poorly lit,Well-maintained,National Highway 27,24.8108,93.9386
Gangtok District Sikim District Sikim,Gangtok District Sikim,2017,2,Road accident,Highway intersection,Bridge,Human Error,No,Critical,Side-impact,Yield sign,Hilly,Highway,Dirt,Wet,Good,Clear,Triple lane,Partially visible,Well-lit,Under construction,National Highway 27,27.3314,88.6138
Gangtok District Sikim District Sikim,Gangtok District Sikim,2020,4,Road accident,Commercial hub,Straight road,Human Error,Yes,Critical,Head-on,No control,Straight,Highway,Cobblestone,Wet,Under construction,Rainy,Double lane,Partially visible,Obstructed view,Absent,MG Road,27.3314,88.6138
East Khasi Hills Meghalaya,Shillong,2018,4,Road accident,Market area,Tunnel,Human Error,No,Low,Rear-end,Yield sign,Urban road,Main road,Concrete,Wet,Good,Rainy,Multiple lanes,Partially visible,Well-lit,Under construction,State Highway 1,91.8933,91.8933
Kamrup Metropolitan Distric Assam,Guwahati,2016,2,Road accident,Market area,Tunnel,Human Error,No,Moderate,Rear-end,No control,Urban road,Main road,Asphalt,Slippery,Poor,Rainy,Double lane,Clearly visible,Poorly lit,Present,National Highway 27,26.1158,91.7086
Kohima District NagalandDistrict Nagaland,Kohima,2022,2,Road accident,Near school,Bridge,Human Error,Yes,Critical,Head-on,No control,Curve,Service road,Asphalt,Slippery,Under construction,Rainy,Divided,Partially visible,Congested,Under construction,Ring Road,25.6751,94.1086
Imphal East Manipur,Imphal,2003,4,Road accident,Highway intersection,Curve,Human Error,Yes,Critical,Rear-end,No control,Flat,Secondary road,Concrete,Dry,Fair,Rainy,Single lane,Not visible,Clear view,Damaged,Park Street,24.8108,93.9386
Itanagar Idor Esniaur,Itanagar,2022,4,Road accident,Near school,Curve,Human Error,No,Critical,Side-impact,No control,Rural road,Local road,Asphalt,Dry,Fair,Foggy,Single lane,Faded,Congested,Present,Ring Road,27.0844,93.6053
Imphal East Manipur,Imphal,2017,3,Road accident,Residential street,Straight road,Human Error,Yes,Low,Rollover,Traffic lights,Urban road,Service road,Concrete,Dry,Fair,Windy,Single lane,Not visible,Poorly lit,Absent,State Highway 1,24.8108,93.9386
Aizawl Mizoram,Aizawl,2019,1,Road accident,Highway intersection,Bridge,Human Error,Yes,Low,Side-impact,Traffic lights,Urban road,Highway,Gravel,Slippery,Under construction,Foggy,Single lane,Clearly visible,Clear view,Under construction,State Highway 1,23.7307,92.7173
Aizawl Mizoram,Aizawl,2012,2,Road accident,Commercial hub,Intersection,Human Error,Yes,High,Rear-end,Yield sign,Urban road,Local road,Asphalt,Dry,Potholes present,Windy,Double lane,Partially visible,Congested,Damaged,MG Road,23.7307,92.7173
East Khasi Hills Meghalaya,Shillong,2016,1,Road accident,Market area,Tunnel,Human Error,No,High,Side-impact,No control,Flat,Secondary road,Cobblestone,Wet,Poor,Windy,Single lane,Not visible,Poorly lit,Present,Park Street,91.8933,91.8933
Kamrup Metropolitan Distric Assam,Guwahati,2008,4,Road accident,Near school,Straight road,Human Error,Yes,Critical,Rollover,Stop sign,Rural road,Service road,Dirt,Slippery,Under construction,Rainy,Double lane,Partially visible,Well-lit,Present,State Highway 1,26.1158,91.7086
Gangtok District Sikim District Sikim,Gangtok District Sikim,2016,2,Road accident,Residential street,Tunnel,Human Error,Yes,High,Side-impact,Yield sign,Straight,Service road,Concrete,Wet,Fair,Windy,Multiple lanes,Newly painted,Obstructed view,Well-maintained,National Highway 27,27.3314,88.6138
Aizawl Mizoram,Aizawl,2018,2,Road accident,Residential street,Tunnel,Human Error,No,Critical,Rollover,Yield sign,Hilly,Local road,Gravel,Wet,Potholes present,Windy,Multiple lanes,Not visible,Well-lit,Absent,State Highway 1,23.7307,92.7173
Kamrup Metropolitan Costrwe Assam,Guwahati,2006,1,Road accident,Near school,Straight road,Human Error,Yes,High,Side-impact,Yield sign,Flat,Local road,Concrete,Wet,Poor,Foggy,Triple lane,Not visible,Poorly lit,Damaged,National Highway 27,26.1158,91.7086
Gangtok District Sikim District Sikim,Gangtok District Sikim,2012,1,Road accident,Residential street,Tunnel,Human Error,No,High,Rollover,Traffic lights,Urban road,Local road,Gravel,Muddy,Under construction,Clear,Single lane,Partially visible,Clear view,Under construction,National Highway 27,27.3314,88.6138
Gangtok District Sikim District Sikim,Gangtok District Sikim,2004,1,Road accident,Commercial hub,Straight road,Human Error,Yes,Critical,Rear-end,Traffic lights,Rural road,Secondary road,Cobblestone,Muddy,Good,Rainy,Multiple lanes,Not visible,Obstructed view,Damaged,National Highway 27,27.3314,88.6138
Kohima District NagalandDistrict Nagaland,Kohima,2018,4,Road accident,Residential street,Curve,Human Error,Yes,Critical,Rear-end,Traffic lights,Straight,Local road,Gravel,Wet,Fair,Rainy,Single lane,Partially visible,Congested,Damaged,Park Street,25.6751,94.1086
Imphal East Manipur,Imphal,2015,1,Road accident,Near school,Curve,Human Error,Yes,Critical,Side-impact,No control,Urban road,Local road,Gravel,Dry,Fair,Windy,Triple lane,Newly painted,Poorly lit,Damaged,State Highway 1,24.8108,93.9386
Imphal East Manipur,Imphal,2012,2,Road accident,Market area,Tunnel,Human Error,No,High,Rollover,Traffic lights,Urban road,Local road,Cobblestone,Slippery,Good,Rainy,Double lane,Not visible,Obstructed view,Under construction,National Highway 27,24.8108,93.9386
Imphal East Manipur,Imphal,2003,3,Road accident,Residential street,Straight road,Human Error,Yes,High,Rollover,Traffic lights,Urban road,Service road,Concrete,Dry,Fair,Clear,Single lane,Clearly visible,Well-lit,Damaged,State Highway 1,24.8108,93.9386
Gangtok District Sikim District Sikim,Gangtok District Sikim,2010,3,Road accident,Commercial hub,Curve,Human Error,Yes,Critical,Head-on,Stop sign,Curve,Service road,Cobblestone,Wet,Good,Windy,Triple lane,Not visible,Obstructed view,Absent,State Highway 1,27.3314,88.6138
East Khasi Hills Meghalaya,Shillong,2008,3,Road accident,Commercial hub,Bridge,Human Error,No,High,Rollover,No control,Urban road,Secondary road,Cobblestone,Muddy,Potholes present,Clear,Triple lane,Not visible,Well-lit,Well-maintained,MG Road,91.8933,91.8933
Imphal East Manipur,Imphal,2011,4,Road accident,Near school,Bridge,Human Error,No,High,Rear-end,No control,Straight,Service road,Gravel,Dry,Under construction,Clear,Triple lane,Newly painted,Congested,Under construction,State Highway 1,24.8108,93.9386
Kamrup Metropolitan Costrwe Assam,Guwahati,2010,4,Road accident,Residential street,Tunnel,Human Error,Yes,High,Side-impact,Stop sign,Flat,Secondary road,Gravel,Wet,Poor,Rainy,Multiple lanes,Newly painted,Congested,Present,Park Street,26.1158,91.7086
East Khasi Hills Meghalaya,Shillong,2018,3,Road accident,Highway intersection,Intersection,Human Error,Yes,Low,Side-impact,Yield sign,Curve,Main road,Asphalt,Slippery,Potholes present,Rainy,Double lane,Clearly visible,Congested,Absent,State Highway 1,91.8933,91.8933
Itanagar District Arunachal Prades,Itanagar,2014,1,Road accident,Commercial hub,Intersection,Human Error,No,High,Side-impact,Traffic lights,Straight,Main road,Gravel,Dry,Poor,Foggy,Single lane,Clearly visible,Clear view,Well-maintained,MG Road,27.0844,93.6053
Imphal East Manipur,Imphal,2019,1,Road accident,Near school,Bridge,Human Error,Yes,Moderate,Side-impact,Traffic lights,Hilly,Secondary road,Asphalt,Wet,Fair,Rainy,Multiple lanes,Partially visible,Well-lit,Under construction,MG Road,24.8108,93.9386
Imphal East Manipur,Imphal,2006,1,Road accident,Highway intersection,Curve,Human Error,No,Moderate,Side-impact,No control,Hilly,Highway,Gravel,Dry,Fair,Foggy,Divided,Newly painted,Obstructed view,Absent,MG Road,24.8108,93.9386
Gangtok District Sikim District Sikim,Gangtok District Sikim,2022,4,Road accident,Highway intersection,Tunnel,Human Error,No,Low,Rollover,Traffic lights,Rural road,Service road,Concrete,Dry,Fair,Rainy,Double lane,Newly painted,Poorly lit,Absent,National Highway 27,27.3314,88.6138
Imphal East Manipur,Imphal,2009,1,Road accident,Commercial hub,Intersection,Human Error,No,High,Rollover,Stop sign,Hilly,Main road,Asphalt,Wet,Good,Rainy,Triple lane,Faded,Poorly lit,Present,State Highway 1,24.8108,93.9386
Imphal East Manipur,Imphal,2014,3,Road accident,Residential street,Tunnel,Human Error,Yes,High,Rear-end,Stop sign,Straight,Secondary road,Concrete,Wet,Good,Rainy,Multiple lanes,Partially visible,Well-lit,Damaged,Park Street,24.8108,93.9386
Itanagar District Arunachal Prades,Itanagar,2018,2,Road accident,Highway intersection,Straight road,Human Error,Yes,Critical,Rollover,No control,Hilly,Service road,Dirt,Muddy,Fair,Windy,Single lane,Clearly visible,Congested,Absent,National Highway 27,27.0844,93.6053
Itanagar District Arunachal Prades,Itanagar,2001,1,Road accident,Highway intersection,Bridge,Human Error,No,Moderate,Rear-end,Stop sign,Hilly,Main road,Asphalt,Dry,Potholes present,Rainy,Divided,Faded,Clear view,Damaged,MG Road,27.0844,93.6053
Itanagar District Arunachal Prades,Itanagar,2003,4,Road accident,Market area,Curve,Human Error,No,Low,Side-impact,Stop sign,Curve,Highway,Asphalt,Dry,Fair,Rainy,Single lane,Partially visible,Poorly lit,Under construction,Park Street,27.0844,93.6053
Gangtok District Sikim District Sikim,Gangtok District Sikim,2003,1,Road accident,Commercial hub,Straight road,Human Error,Yes,Moderate,Head-on,Stop sign,Flat,Main road,Asphalt,Wet,Good,Clear,Single lane,Not visible,Clear view,Present,Ring Road,27.3314,88.6138
Aizawl Mizoram,Aizawl,2021,3,Road accident,Highway intersection,Tunnel,Human Error,No,Critical,Rollover,Traffic lights,Curve,Secondary road,Dirt,Wet,Potholes present,Rainy,Triple lane,Newly painted,Well-lit,Damaged,State Highway 1,23.7307,92.7173
Gangtok District Sikim District Sikim,Gangtok District Sikim,2017,3,Road accident,Commercial hub,Intersection,Human Error,Yes,Moderate,Rear-end,Traffic lights,Rural road,Main road,Asphalt,Slippery,Potholes present,Clear,Multiple lanes,Partially visible,Well-lit,Well-maintained,Ring Road,27.3314,88.6138
East Khasi Hills Meghalaya,Shillong,2002,4,Road accident,Residential street,Bridge,Human Error,No,Low,Side-impact,Yield sign,Hilly,Main road,Cobblestone,Wet,Poor,Clear,Double lane,Faded,Obstructed view,Present,State Highway 1,91.8933,91.8933
Gangtok District Sikim District Sikim,Gangtok District Sikim,2013,2,Road accident,Market area,Straight road,Human Error,No,High,Rollover,Traffic lights,Flat,Main road,Dirt,Dry,Poor,Foggy,Single lane,Faded,Clear view,Well-maintained,National Highway 27,27.3314,88.6138
East Khasi Hills Meghalaya,Shillong,2008,3,Road accident,Market area,Curve,Human Error,Yes,Moderate,Rollover,Traffic lights,Rural road,Main road,Cobblestone,Slippery,Fair,Clear,Triple lane,Clearly visible,Obstructed view,Damaged,National Highway 27,91.8933,91.8933
Aizawl Mizoram,Aizawl,2001,3,Road accident,Near school,Straight road,Human Error,No,Moderate,Side-impact,No control,Rural road,Service road,Asphalt,Dry,Poor,Rainy,Double lane,Faded,Clear view,Damaged,Ring Road,23.7307,92.7173
Aizawl Mizoram,Aizawl,2003,4,Road accident,Highway intersection,Straight road,Human Error,No,Critical,Rollover,Traffic lights,Hilly,Service road,Concrete,Muddy,Under construction,Clear,Divided,Faded,Clear view,Damaged,National Highway 27,23.7307,92.7173
East Khasi Hills Meghalaya,Shillong,2002,1,Road accident,Market area,Tunnel,Human Error,No,Low,Rollover,Stop sign,Rural road,Highway,Cobblestone,Muddy,Potholes present,Clear,Double lane,Faded,Obstructed view,Damaged,National Highway 27,91.8933,91.8933
Kamrup Metropolitan Distric Assam,Guwahati,2000,3,Road accident,Market area,Intersection,Human Error,No,Moderate,Head-on,Stop sign,Straight,Main road,Gravel,Slippery,Good,Rainy,Divided,Newly painted,Congested,Damaged,Ring Road,26.1158,91.7086
East Khasi Hills Meghalaya,Shillong,2015,3,Road accident,Market area,Curve,Human Error,Yes,High,Head-on,No control,Urban road,Main road,Cobblestone,Dry,Good,Rainy,Triple lane,Newly painted,Clear view,Damaged,State Highway 1,91.8933,91.8933
Kamrup Metropolitan Distric Assam,Guwahati,2011,1,Road accident,Market area,Tunnel,Human Error,Yes,Moderate,Side-impact,Traffic lights,Flat,Main road,Concrete,Slippery,Fair,Rainy,Double lane,Newly painted,Poorly lit,Well-maintained,State Highway 1,26.1158,91.7086
Itanagar District Arunachal Prades,Itanagar,2004,2,Road accident,Commercial hub,Straight road,Human Error,No,Critical,Rollover,Yield sign,Rural road,Local road,Dirt,Dry,Fair,Clear,Triple lane,Not visible,Poorly lit,Under construction,Park Street,27.0844,93.6053
Aizawl Mizoram,Aizawl,2019,1,Road accident,Commercial hub,Curve,Human Error,No,High,Rollover,Yield sign,Rural road,Main road,Asphalt,Wet,Under construction,Rainy,Double lane,Partially visible,Congested,Well-maintained,Ring Road,23.7307,92.7173
Kohima District NagalandDistrict Nagaland,Kohima,2004,1,Road accident,Near school,Straight road,Human Error,Yes,Moderate,Side-impact,Stop sign,Rural road,Main road,Gravel,Slippery,Potholes present,Rainy,Divided,Clearly visible,Obstructed view,Absent,Park Street,25.6751,94.1086
Itanagar District Arunachal Prades,Itanagar,2021,2,Road accident,Market area,Bridge,Human Error,Yes,High,Rear-end,Traffic lights,Urban road,Highway,Cobblestone,Muddy,Poor,Rainy,Double lane,Newly painted,Clear view,Well-maintained,State Highway 1,27.0844,93.6053
Imphal East Manipur,Imphal,2011,4,Road accident,Near school,Straight road,Human Error,Yes,Critical,Side-impact,Traffic lights,Urban road,Main road,Asphalt,Wet,Potholes present,Foggy,Double lane,Clearly visible,Congested,Present,Ring Road,24.8108,93.9386
East Khasi Hills Meghalaya,Shillong,2000,1,Road accident,Near school,Tunnel,Human Error,Yes,Critical,Rollover,Stop sign,Rural road,Highway,Dirt,Wet,Good,Clear,Triple lane,Newly painted,Well-lit,Under construction,Ring Road,91.8933,91.8933
East Khasi Hills Meghalaya,Shillong,2008,4,Road accident,Highway intersection,Bridge,Human Error,No,Critical,Rear-end,Stop sign,Urban road,Secondary road,Concrete,Muddy,Fair,Foggy,Divided,Faded,Poorly lit,Damaged,Park Street,91.8933,91.8933
Imphal East Manipur,Imphal,2002,2,Road accident,Highway intersection,Intersection,Human Error,Yes,Moderate,Side-impact,Stop sign,Hilly,Local road,Gravel,Wet,Good,Rainy,Triple lane,Newly painted,Poorly lit,Damaged,MG Road,24.8108,93.9386
Imphal East Manipur,Imphal,2007,1,Road accident,Commercial hub,Straight road,Human Error,Yes,Low,Rollover,Stop sign,Rural road,Main road,Cobblestone,Wet,Good,Rainy,Triple lane,Not visible,Obstructed view,Under construction,National Highway 27,24.8108,93.9386
Kohima District NagalandDistrict Nagaland,Kohima,2011,1,Road accident,Commercial hub,Tunnel,Human Error,No,Critical,Rear-end,Yield sign,Flat,Secondary road,Asphalt,Wet,Fair,Windy,Double lane,Clearly visible,Well-lit,Absent,Ring Road,25.6751,94.1086
Imphal East Manipur,Imphal,2009,2,Road accident,Commercial hub,Curve,Human Error,Yes,High,Rear-end,No control,Urban road,Secondary road,Cobblestone,Dry,Under construction,Foggy,Double lane,Faded,Obstructed view,Damaged,Ring Road,24.8108,93.9386
East Khasi Hills Meghalaya,Shillong,2009,2,Road accident,Near school,Bridge,Human Error,Yes,Low,Rollover,Yield sign,Flat,Service road,Asphalt,Slippery,Good,Foggy,Multiple lanes,Clearly visible,Obstructed view,Absent,MG Road,91.8933,91.8933
Kohima District NagalandDistrict Nagaland,Kohima,2017,1,Road accident,Highway intersection,Straight road,Human Error,Yes,Critical,Rear-end,Traffic lights,Urban road,Service road,Gravel,Wet,Fair,Windy,Triple lane,Newly painted,Clear view,Damaged,MG Road,25.6751,94.1086
Kohima District NagalandDistrict Nagaland,Kohima,2006,3,Road accident,Near school,Straight road,Human Error,Yes,High,Rear-end,Stop sign,Straight,Main road,Cobblestone,Dry,Under construction,Rainy,Divided,Not visible,Well-lit,Present,Ring Road,25.6751,94.1086
Kohima District NagalandDistrict Nagaland,Kohima,2017,1,Road accident,Highway intersection,Curve,Human Error,Yes,High,Rollover,No control,Hilly,Local road,Cobblestone,Slippery,Good,Rainy,Divided,Partially visible,Obstructed view,Well-maintained,State Highway 1,25.6751,94.1086
Gangtok District Sikim District Sikim,Gangtok District Sikim,2018,1,Road accident,Near school,Straight road,Human Error,Yes,Low,Rear-end,Stop sign,Curve,Local road,Concrete,Slippery,Fair,Clear,Double lane,Not visible,Congested,Damaged,Ring Road,27.3314,88.6138
East Khasi Hills Meghalaya,Shillong,2008,4,Road accident,Highway intersection,Curve,Human Error,Yes,High,Rear-end,No control,Straight,Main road,Asphalt,Slippery,Fair,Rainy,Double lane,Not visible,Well-lit,Absent,Park Street,91.8933,91.8933
Gangtok District Sikim District Sikim,Gangtok District Sikim,2006,4,Road accident,Residential street,Intersection,Human Error,Yes,Critical,Rollover,Traffic lights,Curve,Main road,Concrete,Muddy,Under construction,Rainy,Double lane,Newly painted,Well-lit,Under construction,State Highway 1,27.3314,88.6138
East Khasi Hills Meghalaya,Shillong,2014,1,Road accident,Near school,Curve,Human Error,Yes,Critical,Head-on,Stop sign,Rural road,Main road,Dirt,Wet,Under construction,Clear,Multiple lanes,Not visible,Well-lit,Present,National Highway 27,91.8933,91.8933
Imphal East Manipur,Imphal,2015,1,Road accident,Near school,Straight road,Human Error,No,Moderate,Side-impact,Yield sign,Urban road,Main road,Gravel,Dry,Under construction,Clear,Double lane,Newly painted,Clear view,Present,Park Street,24.8108,93.9386
Imphal East Manipur,Imphal,2011,1,Road accident,Residential street,Straight road,Human Error,No,Critical,Rear-end,Traffic lights,Rural road,Service road,Cobblestone,Dry,Under construction,Rainy,Divided,Partially visible,Poorly lit,Well-maintained,MG Road,24.8108,93.9386
Imphal East Manipur,Imphal,2017,1,Road accident,Highway intersection,Intersection,Human Error,Yes,Low,Head-on,No control,Rural road,Highway,Concrete,Wet,Poor,Foggy,Double lane,Newly painted,Clear view,Present,Ring Road,24.8108,93.9386
Imphal East Manipur,Itanagar,2020,1,Road accident,Highway intersection,Bridge,Human Error,Yes,Low,Head-on,Stop sign,Flat,Highway,Dirt,Slippery,Fair,Clear,Divided,Faded,Well-lit,Absent,MG Road,27.0844,93.6053
Gangtok District Sikim District Sikim,Gangtok District Sikim,2019,1,Road accident,Market area,Straight road,Human Error,Yes,Low,Side-impact,Traffic lights,Urban road,Secondary road,Cobblestone,Wet,Under construction,Windy,Divided,Newly painted,Obstructed view,Under construction,National Highway 27,27.3314,88.6138
Kohima District NagalandDistrict Nagaland,Kohima,2015,2,Road accident,Near school,Intersection,Human Error,No,High,Rear-end,Traffic lights,Hilly,Highway,Asphalt,Muddy,Potholes present,Foggy,Double lane,Faded,Poorly lit,Present,Ring Road,25.6751,94.1086
Itanagar District Arunachal Prades,Itanagar,2002,3,Road accident,Highway intersection,Tunnel,Human Error,No,Low,Head-on,No control,Rural road,Service road,Gravel,Slippery,Fair,Foggy,Double lane,Partially visible,Obstructed view,Well-maintained,Ring Road,27.0844,93.6053
Aizal District Mizoram,Aizawl,2017,1,Road accident,Market area,Curve,Human Error,Yes,Critical,Rollover,Yield sign,Hilly,Secondary road,Dirt,Wet,Potholes present,Foggy,Divided,Newly painted,Obstructed view,Well-maintained,National Highway 27,23.7307,92.7173
Aizawl District Mizoram,Aizawl,2004,1,Road accident,Commercial hub,Intersection,Human Error,No,Critical,Rollover,Traffic lights,Rural road,Service road,Gravel,Wet,Poor,Clear,Multiple lanes,Partially visible,Well-lit,Well-maintained,MG Road,23.7307,92.7173
Kamrup Metropolitan Distric Assam,Guwahati,2005,3,Road accident,Commercial hub,Intersection,Human Error,Yes,Moderate,Rear-end,Stop sign,Curve,Service road,Dirt,Muddy,Under construction,Clear,Double lane,Partially visible,Clear view,Absent,MG Road,26.1158,91.7086
Aizawl District Mizoram,Aizawl,2001,4,Road accident,Near school,Tunnel,Human Error,Yes,High,Side-impact,Traffic lights,Flat,Main road,Gravel,Dry,Poor,Rainy,Double lane,Not visible,Congested,Present,Park Street,23.7307,92.7173
Gangtok District Sikim District Sikim,Gangtok District Sikim,2010,1,Road accident,Residential street,Tunnel,Human Error,Yes,Low,Rear-end,No control,Hilly,Highway,Asphalt,Wet,Potholes present,Rainy,Single lane,Newly painted,Obstructed view,Well-maintained,State Highway 1,27.3314,88.6138
Kohima District NagalandDistrict Nagaland,Kohima,2009,1,Road accident,Near school,Straight road,Human Error,Yes,High,Rear-end,Traffic lights,Hilly,Main road,Cobblestone,Wet,Potholes present,Clear,Multiple lanes,Newly painted,Clear view,Absent,State Highway 1,25.6751,94.1086
Kohima District NagalandDistrict Nagaland,Kohima,2005,2,Road accident,Near school,Curve,Human Error,No,Moderate,Rollover,Stop sign,Curve,Secondary road,Asphalt,Muddy,Poor,Windy,Double lane,Partially visible,Poorly lit,Present,MG Road,25.6751,94.1086
Kohima District NagalandDistrict Nagaland,Kohima,2019,3,Road accident,Commercial hub,Intersection,Human Error,No,High,Rear-end,Stop sign,Rural road,Main road,Cobblestone,Muddy,Fair,Clear,Multiple lanes,Faded,Well-lit,Under construction,National Highway 27,25.6751,94.1086
Itanagar District Arunachal Prades,Itanagar,2005,4,Road accident,Residential street,Straight road,Human Error,Yes,Low,Rear-end,Stop sign,Curve,Local road,Gravel,Slippery,Fair,Rainy,Triple lane,Not visible,Congested,Absent,National Highway 27,27.0844,93.6053
Gangtok District Sikim District Sikim,Gangtok District Sikim,2014,4,Road accident,Market area,Straight road,Human Error,Yes,Low,Side-impact,Traffic lights,Flat,Main road,Dirt,Wet,Poor,Windy,Single lane,Clearly visible,Well-lit,Damaged,National Highway 27,27.3314,88.6138
Imphal East Manipur,Imphal,2007,1,Road accident,Near school,Tunnel,Human Error,No,Moderate,Rollover,Yield sign,Urban road,Secondary road,Gravel,Wet,Good,Rainy,Double lane,Clearly visible,Well-lit,Damaged,Ring Road,24.8108,93.9386
Kohima District NagalandDistrict Nagaland,Kohima,2017,1,Road accident,Commercial hub,Bridge,Human Error,Yes,Critical,Head-on,Stop sign,Flat,Service road,Asphalt,Dry,Fair,Clear,Single lane,Clearly visible,Poorly lit,Absent,MG Road,25.6751,94.1086
